,MSZoning,LotFrontage,LotArea,Street,Utilities,Neighborhood,BldgType,OverallQual,YearBuilt,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice
1189,RL,60.0,7500,Pave,AllPub,Gilbert,1Fam,7,1999,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,994,Gd,Y,SBrkr,1028,1804,0,0,2,1,3,1,Gd,7,1,2,Y,60,0,0,0,0,0,WD,Normal,189000
1190,RL,-1.0,32463,Pave,AllPub,Mitchel,2fmCon,4,1961,Gable,CompShg,Stone,149.0,TA,Gd,CBlock,TA,TA,BLQ,Unf,1249,Ex,Y,SBrkr,1622,1622,1,0,1,0,3,1,TA,7,1,4,Y,0,0,0,0,0,0,WD,Normal,168000
1191,FV,24.0,2645,Pave,AllPub,Somerst,Twnhs,8,1999,Gable,CompShg,BrkFace,456.0,Gd,TA,PConc,Gd,TA,Unf,Unf,776,Ex,Y,SBrkr,764,1441,0,0,2,1,2,1,Gd,5,0,2,Y,0,0,0,0,0,0,WD,Normal,174000
1192,RM,60.0,9600,Pave,AllPub,OldTown,1Fam,5,1925,Gambrel,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,702,Gd,Y,SBrkr,842,1472,0,0,1,0,3,1,Gd,6,0,1,P,0,84,0,0,0,0,WD,Normal,125000
1193,RM,-1.0,4500,Pave,AllPub,Mitchel,TwnhsE,6,1999,Hip,CompShg,BrkFace,425.0,TA,TA,PConc,Ex,TA,GLQ,Unf,1224,Ex,Y,SBrkr,1224,1224,1,0,2,0,2,1,TA,5,0,2,Y,304,0,0,0,0,0,WD,Normal,165000
1194,RL,80.0,9364,Pave,AllPub,Sawyer,1Fam,6,1969,Gable,CompShg,Stone,143.0,TA,TA,CBlock,TA,TA,ALQ,Unf,663,TA,Y,SBrkr,663,1352,0,0,1,1,4,1,TA,7,0,1,Y,36,0,0,0,0,0,WD,Normal,158000
1195,RL,51.0,8029,Pave,AllPub,Gilbert,1Fam,6,2005,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Unf,Unf,728,Ex,Y,SBrkr,728,1456,0,0,2,1,3,1,Gd,8,0,2,Y,24,0,0,0,0,0,WD,Normal,176000
1196,RL,58.0,14054,Pave,AllPub,Gilbert,1Fam,7,2006,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,879,Ex,Y,SBrkr,879,1863,0,0,2,1,4,1,Gd,9,1,3,Y,17,0,0,0,0,0,New,Partial,219210
1197,RM,65.0,8850,Pave,AllPub,OldTown,1Fam,7,1916,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,815,Ex,Y,SBrkr,815,1690,0,0,1,0,3,1,TA,7,1,1,Y,0,330,0,0,0,0,ConLw,Normal,144000
1198,RL,70.0,9100,Pave,AllPub,CollgCr,1Fam,7,2001,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1212,Ex,Y,SBrkr,1212,1212,0,0,2,0,3,1,Gd,6,0,2,Y,0,0,0,0,0,0,WD,Normal,178000
1199,RL,75.0,11235,Pave,AllPub,Sawyer,1Fam,4,1963,Gable,CompShg,BrkFace,51.0,TA,TA,CBlock,TA,TA,Rec,Unf,1051,Gd,Y,SBrkr,1382,1382,0,0,1,1,3,1,TA,6,1,2,Y,82,0,0,0,0,0,WD,Normal,148000
1200,RL,71.0,9353,Pave,AllPub,NAmes,1Fam,4,1970,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,864,Gd,Y,SBrkr,864,864,0,0,1,0,3,1,TA,5,0,1,Y,0,0,0,0,0,0,Oth,Abnorml,116050
1201,RL,80.0,10400,Pave,AllPub,CollgCr,1Fam,7,1998,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Unf,Unf,866,Ex,Y,SBrkr,866,1779,0,0,2,1,3,1,Gd,6,0,2,Y,36,0,0,0,0,0,WD,Normal,197900
1202,RM,50.0,6000,Pave,AllPub,BrkSide,1Fam,5,1925,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,884,Ex,Y,SBrkr,884,1348,1,0,1,0,3,1,TA,5,1,1,N,0,208,0,0,0,0,WD,Normal,117000
1203,RL,75.0,9750,Pave,AllPub,CollgCr,1Fam,7,2000,Gable,CompShg,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1630,Ex,Y,SBrkr,1630,1630,0,0,2,0,3,1,Gd,6,1,2,Y,234,0,0,0,0,0,WD,Normal,213000
1204,RL,78.0,10140,Pave,AllPub,NWAmes,1Fam,5,1975,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,ALQ,Unf,1056,Ex,Y,SBrkr,1074,1074,1,0,1,1,3,1,TA,6,0,2,Y,88,0,0,0,0,0,WD,Normal,153500
1205,RL,90.0,14684,Pave,AllPub,SawyerW,1Fam,7,1990,Hip,CompShg,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,ALQ,BLQ,2158,Gd,Y,SBrkr,2196,2196,0,0,2,0,3,1,Gd,7,1,3,Y,70,0,0,0,0,0,WD,Normal,271900
1206,RH,-1.0,8900,Pave,AllPub,SawyerW,1Fam,4,1966,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,1056,TA,Y,SBrkr,1056,1056,1,0,1,0,2,1,TA,5,0,1,Y,42,0,0,0,0,0,WD,Normal,107000
1207,RL,70.0,9135,Pave,AllPub,CollgCr,1Fam,6,2003,Gable,CompShg,BrkFace,120.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1682,Ex,Y,SBrkr,1700,1700,1,0,2,0,3,1,Gd,7,0,2,Y,23,0,0,0,0,0,WD,Normal,200000
1208,RL,70.0,7763,Pave,AllPub,NAmes,1Fam,5,1962,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,Rec,BLQ,931,TA,Y,SBrkr,1283,1283,1,0,1,0,3,1,TA,6,0,2,Y,0,0,0,0,0,0,WD,Normal,140000
1209,RL,85.0,10182,Pave,AllPub,Somerst,1Fam,8,2006,Hip,CompShg,Stone,420.0,Gd,TA,PConc,Ex,TA,GLQ,Unf,1660,Ex,Y,SBrkr,1660,1660,1,0,2,0,3,1,Gd,8,1,2,Y,50,0,0,0,0,0,New,Partial,290000
1210,RL,70.0,11218,Pave,AllPub,SawyerW,1Fam,6,1992,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1055,Ex,Y,SBrkr,1055,1845,0,0,2,1,3,1,Gd,8,1,2,Y,104,0,0,0,0,400,WD,Normal,189000
1211,RL,152.0,12134,Pave,AllPub,Gilbert,1Fam,8,1988,Gable,CompShg,None,0.0,Gd,TA,Wood,Gd,TA,GLQ,Unf,559,Gd,Y,SBrkr,1080,1752,0,0,2,0,4,1,TA,8,0,2,Y,12,0,0,0,0,0,WD,Normal,164000
1212,RL,50.0,9340,Pave,AllPub,Edwards,1Fam,4,1941,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,672,TA,Y,SBrkr,672,672,1,0,1,0,2,1,TA,4,0,1,N,113,0,0,0,0,0,WD,Normal,113000
1213,RL,-1.0,10246,Pave,AllPub,Sawyer,1Fam,4,1965,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,Gd,GLQ,Unf,648,Ex,Y,SBrkr,960,960,1,1,0,0,0,1,TA,3,0,1,Y,0,0,0,0,0,0,WD,Normal,145000
1214,RL,69.0,10205,Pave,AllPub,NAmes,1Fam,5,1962,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,925,TA,Y,SBrkr,999,999,1,0,1,0,3,1,TA,6,0,1,Y,72,0,0,0,0,0,WD,Normal,134500
1215,RL,99.0,7094,Pave,AllPub,Sawyer,1Fam,5,1966,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,LwQ,894,TA,Y,SBrkr,894,894,0,0,1,0,3,1,TA,5,0,1,Y,0,0,0,0,0,0,WD,Normal,125000
1216,RM,68.0,8930,Pave,AllPub,Sawyer,Duplex,6,1978,Gable,CompShg,None,0.0,TA,TA,Slab,-1,-1,-1,-1,0,TA,Y,SBrkr,1318,1902,0,0,2,0,4,2,TA,8,0,2,Y,0,0,0,0,0,0,WD,Normal,112000
1217,FV,72.0,8640,Pave,AllPub,Somerst,1Fam,8,2009,Gable,CompShg,Stone,72.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1300,Ex,Y,SBrkr,1314,1314,1,0,2,0,3,1,Gd,6,0,2,Y,112,0,0,0,0,0,New,Partial,229456
1218,RM,52.0,6240,Pave,AllPub,BrkSide,1Fam,4,1947,Gable,CompShg,None,0.0,TA,TA,Slab,-1,-1,-1,-1,0,Gd,N,SBrkr,672,912,0,0,1,0,2,1,TA,3,0,0,N,0,0,0,0,0,0,WD,Normal,80500
1219,RM,21.0,1680,Pave,AllPub,BrDale,Twnhs,6,1971,Gable,CompShg,BrkFace,236.0,TA,TA,CBlock,TA,TA,Unf,Unf,672,TA,Y,SBrkr,672,1218,0,0,1,1,3,1,TA,7,0,0,N,0,0,0,0,0,0,WD,Abnorml,91500
1220,RL,66.0,7800,Pave,AllPub,NAmes,1Fam,5,1964,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,LwQ,912,TA,Y,SBrkr,912,912,0,0,1,0,2,1,TA,5,0,1,Y,0,0,0,0,0,0,WD,Abnorml,115000
1221,RL,55.0,8250,Pave,AllPub,Sawyer,1Fam,5,1968,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,LwQ,952,Ex,Y,SBrkr,1211,1211,0,0,1,0,3,1,TA,5,1,1,Y,63,0,0,0,0,0,WD,Normal,134000
1222,RL,78.0,10496,Pave,AllPub,NAmes,1Fam,6,1949,Gable,CompShg,BrkFace,320.0,TA,TA,CBlock,TA,TA,Rec,Unf,1040,Ex,Y,SBrkr,1168,1846,0,0,2,0,3,1,TA,7,1,1,Y,0,0,0,0,0,0,WD,Normal,143000
1223,RL,89.0,10680,Pave,AllPub,NAmes,1Fam,5,1951,Hip,CompShg,BrkFace,44.0,TA,TA,CBlock,TA,Fa,LwQ,Unf,2136,TA,N,FuseA,2136,2136,0,0,2,0,4,1,TA,7,0,2,Y,30,0,0,0,0,0,WD,Normal,137900
1224,RL,60.0,15384,Pave,AllPub,Gilbert,1Fam,7,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,788,Ex,Y,SBrkr,788,1490,1,0,2,1,3,1,Gd,8,1,2,Y,75,0,0,0,0,0,WD,Normal,184000
1225,RL,65.0,10482,Pave,AllPub,NAmes,1Fam,6,1958,Hip,CompShg,BrkFace,63.0,TA,Gd,CBlock,TA,TA,GLQ,Unf,588,Ex,Y,SBrkr,1138,1138,0,1,1,0,3,1,TA,6,0,1,Y,0,0,0,0,0,0,WD,Normal,145000
1226,RL,86.0,14598,Pave,AllPub,Somerst,1Fam,6,2007,Gable,CompShg,Stone,74.0,Gd,TA,PConc,Gd,TA,Unf,Unf,894,Ex,Y,SBrkr,894,1933,0,0,2,1,4,1,Gd,9,1,3,Y,18,0,0,0,0,0,WD,Normal,214000
1227,RL,72.0,8872,Pave,AllPub,NAmes,1Fam,5,1965,Gable,CompShg,BrkFace,300.0,TA,TA,CBlock,TA,TA,ALQ,Unf,912,Ex,Y,SBrkr,912,912,1,0,1,0,2,1,Gd,5,0,2,Y,240,0,0,0,0,0,WD,Normal,147000
1228,RL,65.0,8769,Pave,AllPub,NridgHt,TwnhsE,9,2008,Hip,CompShg,BrkFace,766.0,Ex,TA,PConc,Ex,TA,GLQ,Unf,1702,Ex,Y,SBrkr,1702,1702,1,0,1,1,1,1,Ex,7,1,3,Y,72,0,0,224,0,0,New,Partial,367294
1229,RL,70.0,7910,Pave,AllPub,NAmes,1Fam,5,1960,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,Unf,1075,Gd,Y,SBrkr,1507,1507,0,0,2,0,4,1,TA,7,0,1,Y,0,0,0,0,0,0,WD,Normal,127000
1230,RL,-1.0,18890,Pave,AllPub,Sawyer,Duplex,5,1977,Shed,CompShg,None,1.0,TA,TA,CBlock,Gd,TA,GLQ,Rec,1361,Ex,Y,SBrkr,1361,2620,0,0,2,2,4,2,TA,12,1,2,N,24,145,0,0,0,8300,WD,Normal,190000
1231,RL,70.0,7728,Pave,AllPub,NAmes,Duplex,5,1962,Hip,CompShg,BrkFace,120.0,TA,TA,CBlock,TA,TA,ALQ,Unf,1106,TA,Y,SBrkr,1190,1190,1,0,1,0,3,1,TA,6,0,2,Y,18,0,0,0,0,0,WD,Normal,132500
1232,RL,70.0,9842,Pave,AllPub,NAmes,Duplex,4,1962,Gable,CompShg,None,0.0,TA,TA,Slab,-1,-1,-1,-1,0,TA,Y,SBrkr,1224,1224,0,0,2,0,2,2,TA,6,0,2,Y,0,0,0,0,0,0,WD,Normal,101800
1233,RL,-1.0,12160,Pave,AllPub,NAmes,1Fam,5,1959,Hip,CompShg,BrkFace,180.0,TA,TA,CBlock,TA,TA,Rec,Unf,1188,Fa,Y,SBrkr,1188,1188,1,0,1,0,3,1,TA,6,0,2,Y,0,0,0,0,0,0,COD,Abnorml,142000
1234,RH,55.0,8525,Pave,AllPub,SWISU,1Fam,5,1911,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,940,TA,N,FuseA,1024,1964,0,0,1,1,4,1,TA,7,0,0,N,192,0,0,0,0,0,WD,Abnorml,130000
1235,RL,96.0,13132,Pave,AllPub,Crawfor,1Fam,5,1914,Gable,CompShg,None,0.0,TA,TA,BrkTil,Gd,TA,Unf,Unf,747,Gd,Y,FuseF,892,1784,0,0,1,1,4,1,TA,9,0,1,N,40,0,0,0,0,0,WD,Normal,138887
1236,RL,36.0,2628,Pave,AllPub,NridgHt,Twnhs,7,2003,Gable,CompShg,Stone,106.0,Gd,TA,PConc,Gd,TA,Unf,Unf,764,Ex,Y,SBrkr,764,1626,0,0,2,1,2,1,Gd,6,0,2,Y,27,0,0,0,0,0,WD,Normal,175500
1237,RL,41.0,12393,Pave,AllPub,CollgCr,1Fam,7,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,847,Ex,Y,SBrkr,847,1948,0,0,2,1,4,1,Gd,8,1,2,Y,48,0,0,0,0,0,WD,Normal,195000
1238,RL,63.0,13072,Pave,AllPub,SawyerW,1Fam,6,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1141,Ex,Y,SBrkr,1141,1141,0,0,1,1,3,1,TA,6,0,2,Y,0,0,0,0,0,0,WD,Abnorml,142500
1239,RL,64.0,9037,Pave,AllPub,Timber,1Fam,8,2006,Hip,CompShg,BrkFace,32.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1476,Ex,Y,SBrkr,1484,1484,0,0,2,0,2,1,Ex,6,1,2,Y,33,0,0,0,0,0,WD,Normal,265900
1240,RL,65.0,8158,Pave,AllPub,CollgCr,1Fam,7,2003,Gable,CompShg,BrkFace,252.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,884,Ex,Y,SBrkr,884,1768,1,0,2,1,3,1,Gd,8,0,2,Y,63,0,0,0,0,0,WD,Normal,224900
1241,RL,83.0,9849,Pave,AllPub,Somerst,1Fam,7,2007,Hip,CompShg,Stone,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1689,Ex,Y,SBrkr,1689,1689,0,0,2,0,3,1,Gd,7,0,3,Y,56,0,0,0,0,0,New,Partial,248328
1242,RL,85.0,10625,Pave,AllPub,NWAmes,1Fam,7,1974,Gable,CompShg,BrkFace,81.0,TA,TA,CBlock,Gd,TA,GLQ,LwQ,1053,TA,Y,SBrkr,1173,1173,1,0,2,0,3,1,Gd,6,2,2,Y,120,0,0,0,0,0,WD,Family,170000
1243,RL,107.0,13891,Pave,AllPub,NridgHt,1Fam,10,2006,Gable,CompShg,-1,-1.0,Ex,TA,PConc,Ex,Gd,GLQ,Unf,2076,Ex,Y,SBrkr,2076,2076,1,0,2,1,2,1,Ex,7,1,3,Y,229,0,0,0,0,0,New,Partial,465000
1244,RL,-1.0,11435,Pave,AllPub,Crawfor,1Fam,8,1929,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Unf,Unf,792,Fa,Y,SBrkr,792,1517,0,0,1,0,3,1,Gd,7,2,2,Y,0,0,0,0,0,0,WD,Normal,230000
1245,RL,78.0,12090,Pave,AllPub,NWAmes,1Fam,6,1984,Hip,CompShg,BrkFace,74.0,TA,TA,CBlock,Gd,TA,Unf,Unf,585,Ex,Y,SBrkr,1140,1868,0,0,3,1,3,1,TA,7,1,2,Y,112,0,0,147,0,0,WD,Abnorml,178000
1246,FV,65.0,8125,Pave,AllPub,Somerst,1Fam,7,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,756,Ex,Y,SBrkr,756,1553,0,0,2,1,3,1,Gd,6,0,2,Y,45,0,0,0,0,0,New,Partial,186500
1247,RL,-1.0,12328,Pave,AllPub,Mitchel,1Fam,6,1976,Gable,CompShg,BrkFace,335.0,TA,TA,CBlock,TA,TA,GLQ,Unf,1012,TA,Y,SBrkr,1034,1034,1,0,1,0,3,1,TA,6,0,3,Y,0,0,0,0,0,0,WD,Normal,169900
1248,RM,60.0,9600,Pave,AllPub,OldTown,1Fam,6,1917,Gable,CompShg,None,0.0,TA,TA,BrkTil,Gd,TA,Rec,Unf,735,Fa,N,SBrkr,1134,2058,0,0,1,1,3,1,TA,8,1,2,P,0,259,0,0,0,0,WD,Normal,129500
1249,RL,60.0,7200,Pave,AllPub,NAmes,1Fam,5,1950,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Rec,876,TA,Y,SBrkr,988,988,0,0,1,0,3,1,TA,6,0,1,Y,80,0,0,0,0,0,WD,Normal,119000
1250,RL,93.0,11160,Pave,AllPub,NAmes,1Fam,7,1968,Hip,CompShg,None,0.0,Gd,TA,CBlock,TA,TA,ALQ,Unf,2110,Ex,Y,SBrkr,2110,2110,1,0,2,1,3,1,Ex,8,2,2,Y,0,0,0,0,0,0,WD,Normal,244000
1251,RL,-1.0,3136,Pave,AllPub,NridgHt,TwnhsE,7,2003,Gable,CompShg,Stone,163.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1405,Ex,Y,SBrkr,1405,1405,0,0,2,0,2,1,Gd,6,1,2,Y,36,0,0,0,0,0,WD,Normal,171750
1252,RL,62.0,9858,Pave,AllPub,Mitchel,1Fam,5,1968,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,864,TA,Y,SBrkr,874,874,1,0,1,0,3,1,TA,5,0,1,Y,0,0,0,0,0,600,WD,Normal,130000
1253,RL,-1.0,17542,Pave,AllPub,Veenker,1Fam,7,1974,Gable,CompShg,None,0.0,Gd,TA,CBlock,TA,TA,LwQ,ALQ,1192,TA,Y,SBrkr,1516,2167,1,0,2,1,3,1,Gd,9,2,2,Y,47,0,0,0,0,0,WD,Normal,294000
1254,RL,60.0,6931,Pave,AllPub,Edwards,1Fam,7,2003,Gable,CompShg,Stone,92.0,Gd,TA,PConc,Gd,TA,Unf,Unf,746,Ex,Y,SBrkr,760,1656,0,0,2,1,3,1,Gd,7,1,2,Y,128,0,0,0,0,0,WD,Normal,165400
1255,RM,52.0,6240,Pave,AllPub,BrkSide,1Fam,6,1931,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,Fa,LwQ,Unf,884,TA,Y,FuseA,959,1367,0,0,1,0,3,1,TA,6,1,1,Y,0,0,0,120,0,0,WD,Normal,127500
1256,RL,91.0,14303,Pave,AllPub,NoRidge,1Fam,8,1994,Hip,CompShg,BrkFace,554.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1986,Ex,Y,SBrkr,1987,1987,1,0,2,0,2,1,Gd,7,1,2,Y,36,0,0,0,0,0,WD,Normal,301500
1257,RL,56.0,4060,Pave,AllPub,Edwards,1Fam,5,1922,Gable,CompShg,None,0.0,TA,TA,PConc,Fa,TA,Unf,Unf,864,Ex,Y,SBrkr,864,864,0,0,1,0,2,1,TA,4,0,0,Y,96,0,0,0,0,0,WD,Normal,99900
1258,RL,59.0,9587,Pave,AllPub,Gilbert,1Fam,7,2005,Gable,CompShg,Stone,182.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,856,Ex,Y,SBrkr,1166,1166,1,0,2,0,2,1,Gd,5,0,2,Y,0,0,0,0,0,0,WD,Normal,190000
1259,RL,65.0,9750,Pave,AllPub,NAmes,1Fam,6,1969,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,ALQ,LwQ,1054,Gd,Y,SBrkr,1054,1054,1,0,1,1,3,1,TA,6,0,2,Y,0,0,0,80,0,0,WD,Normal,151000
1260,RL,-1.0,24682,Pave,AllPub,Gilbert,1Fam,6,1999,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Unf,Unf,841,Ex,Y,SBrkr,892,1675,0,0,2,1,3,1,TA,7,1,2,Y,103,0,0,0,0,0,WD,Normal,181000
1261,RL,80.0,9600,Pave,AllPub,NAmes,1Fam,5,1956,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,1050,Gd,Y,SBrkr,1050,1050,0,0,1,0,2,1,TA,5,0,1,Y,0,0,0,0,0,0,WD,Normal,128900
1262,RL,-1.0,11250,Pave,AllPub,ClearCr,1Fam,4,1957,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,1104,Ex,Y,FuseA,1104,1788,1,0,1,0,5,1,TA,8,2,1,Y,0,0,0,0,0,0,WD,Normal,161500
1263,RL,60.0,13515,Pave,AllPub,BrkSide,1Fam,6,1919,Gambrel,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,764,Ex,Y,FuseA,1060,1824,0,0,1,0,3,1,TA,8,1,2,N,0,126,0,0,0,0,WD,Normal,180500
1264,RH,34.0,4060,Pave,AllPub,NAmes,TwnhsE,6,1998,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1405,Ex,Y,SBrkr,1337,1337,1,0,2,0,2,1,Gd,5,0,2,Y,68,0,0,0,0,0,COD,Abnorml,181000
1265,FV,35.0,3735,Pave,AllPub,Somerst,TwnhsE,7,1999,Hip,CompShg,BrkFace,218.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,691,Ex,Y,SBrkr,713,1452,1,0,2,1,3,1,Gd,6,0,2,Y,34,0,0,0,0,0,WD,Normal,183900
1266,RM,60.0,10120,Pave,AllPub,OldTown,2fmCon,7,1910,Hip,CompShg,None,0.0,Fa,TA,CBlock,TA,TA,Unf,Unf,925,TA,N,FuseF,964,1889,0,0,1,1,4,2,TA,9,1,1,N,0,264,0,0,0,0,WD,Normal,122000
1267,RL,89.0,13214,Pave,AllPub,Timber,1Fam,9,2008,Hip,CompShg,None,0.0,Ex,TA,PConc,Ex,TA,Unf,Unf,2002,Ex,Y,SBrkr,2018,2018,0,0,2,0,3,1,Ex,10,1,3,Y,76,0,0,0,0,0,WD,Normal,378500
1268,RL,-1.0,14100,Pave,AllPub,Crawfor,1Fam,8,1935,Gable,CompShg,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Rec,Unf,728,Ex,Y,SBrkr,1968,3447,0,0,3,1,4,1,Gd,11,2,3,Y,12,0,0,0,0,0,WD,Normal,381000
1269,RL,78.0,11344,Pave,AllPub,NAmes,1Fam,5,1958,Gable,CompShg,BrkFace,180.0,TA,TA,CBlock,TA,TA,BLQ,Unf,874,TA,Y,FuseA,874,1524,0,0,1,1,3,1,TA,7,0,1,Y,0,0,0,0,0,0,WD,Normal,144000
1270,RL,-1.0,23595,Pave,AllPub,ClearCr,1Fam,7,1979,Shed,WdShake,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1332,TA,Y,SBrkr,1332,1524,2,0,0,1,0,1,Gd,4,1,2,Y,0,0,0,0,0,0,WD,Normal,260000
1271,RL,-1.0,9156,Pave,AllPub,NWAmes,1Fam,6,1968,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,1489,Gd,Y,SBrkr,1489,1489,0,0,2,0,3,1,Gd,7,1,2,Y,0,0,0,0,0,0,WD,Normal,185750
1272,RL,-1.0,13526,Pave,AllPub,Sawyer,1Fam,5,1965,Hip,CompShg,BrkFace,114.0,TA,TA,CBlock,TA,TA,BLQ,LwQ,935,TA,Y,SBrkr,935,935,1,0,1,0,3,1,TA,5,0,1,Y,0,0,0,0,0,0,WD,Normal,137000
1273,RL,124.0,11512,Pave,AllPub,Edwards,1Fam,6,1959,Gable,CompShg,BrkFace,84.0,TA,TA,CBlock,TA,TA,ALQ,Unf,1019,Gd,Y,SBrkr,1357,1357,1,0,1,0,2,1,Ex,5,1,1,Y,0,0,0,163,0,0,WD,Normal,177000
1274,RL,53.0,5362,Pave,AllPub,Crawfor,1Fam,5,1910,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,661,Ex,Y,SBrkr,661,1250,0,0,2,0,3,1,TA,8,1,2,Y,0,81,0,0,0,0,WD,Normal,139000
1275,RL,95.0,11345,Pave,AllPub,NAmes,Duplex,5,1948,Gable,Roll,Stone,567.0,TA,TA,CBlock,TA,TA,Rec,Unf,928,Gd,Y,FuseA,928,1920,0,0,2,0,4,2,TA,10,0,2,Y,0,0,0,0,0,0,WD,Normal,137000
1276,RL,-1.0,12936,Pave,AllPub,NWAmes,1Fam,6,1972,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,Gd,BLQ,Unf,723,TA,Y,SBrkr,735,1395,0,1,1,1,3,1,TA,6,1,2,Y,116,0,0,0,0,0,WD,Normal,162000
1277,RL,-1.0,17871,Pave,AllPub,NWAmes,1Fam,6,1967,Gable,CompShg,BrkFace,359.0,TA,TA,CBlock,Gd,TA,ALQ,Unf,1680,Fa,Y,SBrkr,1724,1724,1,0,1,1,3,1,TA,7,1,2,Y,0,0,0,0,0,0,WD,Normal,197900
1278,RL,75.0,9473,Pave,AllPub,CollgCr,1Fam,8,2002,Gable,CompShg,-1,-1.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1128,Ex,Y,SBrkr,1128,2031,1,0,2,1,3,1,Gd,7,1,2,Y,211,0,0,0,0,0,WD,Normal,237000
1279,C (all),60.0,7500,Pave,AllPub,IDOTRR,1Fam,4,1920,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,Unf,Unf,698,TA,Y,FuseA,698,1128,0,0,1,0,2,1,TA,6,0,2,Y,0,164,0,0,0,0,COD,Abnorml,68400
1280,RL,67.0,9808,Pave,AllPub,CollgCr,1Fam,7,2002,Gable,CompShg,BrkFace,110.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1573,Ex,Y,SBrkr,1573,1573,1,0,2,0,3,1,Gd,6,0,2,Y,72,0,0,0,0,0,WD,Normal,227000
